event_type,timestamp,topic_category,user_text,rating
reviews_data,2026-06-14T14:19:28Z,,very simple and useful for all,5
reviews_data,2026-06-14T13:26:38Z,,I love groww app,5
reviews_data,2026-06-14T12:13:20Z,,"The system is very simple, after that there is no fun in anything else.",5
reviews_data,2026-06-14T11:57:27Z,,good service and excellent work,5
reviews_data,2026-06-14T11:41:36Z,,Simple and easiest user interface,5
reviews_data,2026-06-14T11:24:57Z,,kindly update in phone multiple screen option...,5
reviews_data,2026-06-14T10:52:10Z,,"Lot size issue It is difficult to calculate the lot size in scalping to place an order as per risk reward ratio, it takes time and price moves away and can't place order. kindly fix it multiple times of lot size",1
reviews_data,2026-06-14T10:47:48Z,,Good for investing.... thanks Groww,5
reviews_data,2026-06-14T10:13:06Z,,This is good app 😁😁👍👍,5
reviews_data,2026-06-14T07:14:30Z,,Thank you grow up app,5
reviews_data,2026-06-14T07:14:28Z,,I want to create history by doing sip and lumsum,5
reviews_data,2026-06-14T01:15:08Z,,better than angel one,5
reviews_data,2026-06-14T00:44:12Z,,Easy to use so simple,5
reviews_data,2026-06-13T23:38:46Z,,good sarives recenabul reats👍,5
reviews_data,2026-06-13T23:16:24Z,,it is easy to use,5
reviews_data,2026-06-13T22:50:34Z,,So Very Nice 👍🏻 I am very happy to be associated with this broker😊💓💕,5
reviews_data,2026-06-13T21:21:54Z,,user inter face amazing new user's learn quickly this market but after Realize charges too much high and user shift another platforms im also shift 💔😡,2
reviews_data,2026-06-13T21:19:55Z,,clear Fresh App bliul wealth grow,5
reviews_data,2026-06-13T20:54:30Z,,new start is always great here..,5
reviews_data,2026-06-13T19:02:09Z,,Interface is easily accessible,4
reviews_data,2026-06-13T18:26:26Z,,Very usefull app for common men to use.,4
reviews_data,2026-06-13T18:17:48Z,,this is goodarketing app,5
reviews_data,2026-06-13T17:19:56Z,,"In don't know why it is india no: 1 Broker Always Withdraw Late it's take more over 24 Hours , Better To switch Other Broker Worst Experience Since 3years",1
reviews_data,2026-06-13T16:10:25Z,,this app is best and this app is very best stock marketing best app,5
reviews_data,2026-06-13T15:31:04Z,,I can see lots of slippage since the recent update... very slow with the order execution....now I have decided to move some other platform...earlier this used to be a good platform,2
reviews_data,2026-06-13T15:12:18Z,,ग्रो कंपनी वालों की ज्यादा कमाई के कारण यह लोग बहुत ही मदहोश हैं स्टॉक खरीदने और बेचने का कोई अपडेट नहीं कर रहे हैं किसी का भी घमंड ज्यादा नहीं चलता है ध्यान रखना,1
reviews_data,2026-06-13T13:07:54Z,,It's a great app but still i need one feature in which I can filter only news stock in Intraday screener that will definitely help traders.,5
reviews_data,2026-06-13T12:33:34Z,,I'm new on this and I started SIP plus it is worth it and I'm a student,5
reviews_data,2026-06-13T12:26:44Z,,this is app so good 😊,4
reviews_data,2026-06-13T12:03:01Z,,Best broker in the Indian market,5
reviews_data,2026-06-13T11:16:01Z,,bahut achcha app Hai yah hai na achcha app hai,5
reviews_data,2026-06-13T10:38:57Z,,ये एप्प इतनी बढ़िया नहीं है। जब कोई समस्या आती है तो ये कस्टमर को कोई संतोषजनक जबाब नहीं देते। न खुद की कोई जबाबदेही समझते। टेक्निकल प्रॉब्लम की वजह से आपको अगर लॉस हो गया तो ये उसकी भरपाई नहीं करेंगे दूसरा अगर टेक्निकल इशू के कारण आपको प्रॉफिट हो गया तो वो ये लोग वापिस ले लेंगे। बहुत बार ऐसा हुआ है बग्स बहुत आते है इस प्लेटफार्म में। आगे और भी बहुत से इश्यूज है वो फिर कभी साझा करूंगा,1
reviews_data,2026-06-13T10:15:59Z,,Getting started was quick and completely stress-free.,5
reviews_data,2026-06-13T10:07:08Z,,very good app go with it,5
reviews_data,2026-06-13T09:31:24Z,,best app for Mark,5
reviews_data,2026-06-13T09:10:44Z,,In the latest version 1 year chart has many noise . Previous version has 1 year chart smoother than this one . Please update this 1 year chart cause this has many noise,5
reviews_data,2026-06-13T08:34:50Z,,"platform truly made for self profit not for their user, that's why they are not introducing ""KILL SWITCH"" like other platform to help trader to keep their earning safe. If they are introducing kill switch then their earning from brokarage become null..GOOD GROWW TEAM",1
reviews_data,2026-06-13T08:30:36Z,,why can't you let us withdraw money from wallet on same day like at least till 2 lacs like how zerodha offering. what are you doing with the money in our wallet's.,3
reviews_data,2026-06-13T08:17:37Z,,good app very easy to use..,5
reviews_data,2026-06-13T07:55:39Z,,redeem code app quize and earn,5
reviews_data,2026-06-13T06:54:49Z,,"very worst app again again asking money and negetive amount adding, there is no cancellation option for our investments very bad I'm very disappointed",1
reviews_data,2026-06-13T02:27:58Z,,very easy to use,5
reviews_data,2026-06-13T00:12:35Z,,"worst app ... due to install groww app, my phone continuously being hanged in every 5 min.",1
reviews_data,2026-06-13T00:00:11Z,,"big froud they are , don't try this app .",1
reviews_data,2026-06-12T23:18:28Z,,compared to other apps to much expensive brokerage charged.. be alert and note. even we take one lot also taken high brokerage charges..be safe all. if you earn 1000 grow app share 400. finally you traded for grow app not for you .,1
reviews_data,2026-06-12T22:50:13Z,,this app is good,5
reviews_data,2026-06-12T22:00:06Z,,only monthly sip deduct by Autopay. don't deduct unfortunately money.,5
reviews_data,2026-06-12T20:25:21Z,,bhai mujhe koi trading sikha hu bhai ❤️,5
reviews_data,2026-06-12T19:57:33Z,,no support system for customer... very bad service... jb dekho bs ticket raise krte rhehte h... tickets kabhi resolve nhi hotti inse ... ab is comment k reply me bhi ticket no. puch rhe h🤣,1
reviews_data,2026-06-12T19:34:13Z,,Very Simple to use,5
reviews_data,2026-06-12T19:27:51Z,,Thank You for Updating AI Search in the App.,5
reviews_data,2026-06-12T16:36:56Z,,simple and friendly app,5
reviews_data,2026-06-12T16:21:33Z,,at least they don't use ai slop to formalise the update,5
reviews_data,2026-06-12T14:52:15Z,,Ab banu ga amir🤣🤣,5
reviews_data,2026-06-12T14:32:24Z,,Best Apps for Investment,5
reviews_data,2026-06-12T14:18:44Z,,jindagi mein kabhi option trading mat karna,5
reviews_data,2026-06-12T13:49:05Z,,Why are only five indicators available in the new update version?,4
reviews_data,2026-06-12T12:35:03Z,,worst app in the world,1
reviews_data,2026-06-12T12:20:11Z,,the app is good but charges are very high. 👎,2
reviews_data,2026-06-12T12:19:10Z,,Met expectations but there is always space for improvement.,5
reviews_data,2026-06-12T12:05:49Z,,🚨 Groww is primarily a loan shark disguised as an investing platform. They will aggressively target people to take loans based on their trading patterns and won't stop until you take a loan. Beware!,1
reviews_data,2026-06-12T11:49:01Z,,Best app for investing in Market,5
reviews_data,2026-06-12T11:36:42Z,,After using Groww every other broker apps feels hard and confusing to use.,5
reviews_data,2026-06-12T11:33:37Z,,Worst app for trading. You set the sell target at 100 with profit and it will automatically execute it at 95 and bear loss. you will set buy at 100 and it will automatically trigger at 105 again bear loss. Next if u set the buy at the limit then it will never execute your order and wait till dead.,1
reviews_data,2026-06-12T11:30:27Z,,kindly provide multi layout chart on groww app,3
reviews_data,2026-06-12T11:23:30Z,,i like this app I have been using it for 3 years . I will recommend some additional features to be added 1) introduce options of adjusting watchlist as per user preferred where to place before watchlist no.3 or watchlist no 6. 2) while creating alert please add option to add notes of 10 - 15 words or 50 alphabets,4
reviews_data,2026-06-12T10:35:04Z,,ok ji thik hai ji,5
reviews_data,2026-06-12T10:33:30Z,,good experience. i am very happy 👍🙏,5
reviews_data,2026-06-12T10:31:42Z,,nice and multiple use app,5
reviews_data,2026-06-12T10:27:24Z,,good app & simple U/I for new users,5
reviews_data,2026-06-12T10:21:21Z,,good app for future investment.,5
reviews_data,2026-06-12T10:02:41Z,,Excellent app it's very useful for know about share market,5
reviews_data,2026-06-12T09:50:11Z,,this platform is super good for beginners,4
reviews_data,2026-06-12T09:49:26Z,,स्थानिक भाषा में विवरण एवं छोटे निवेशको के हिसाबसे सही जानकारी दे,5
reviews_data,2026-06-12T09:39:19Z,,good but little bit slow,4
reviews_data,2026-06-12T09:21:44Z,,"very efficient ,that's what groww is.",5
reviews_data,2026-06-12T09:19:23Z,,"How about adding FnO postions in status bar option, even if screen is minimised. we can check",2
reviews_data,2026-06-12T09:12:02Z,,grow is best app trending and using its to iezze...,5
